video_label,Label,Avg,Stats,Serial
SB_WILTY_EP32_lie12,lie,92.0,"mean=92.0, std=3.2, max=99, min=89, range=10",[90 89 89 89 89 91 92 92 92 95 97 99]
SB_WILTY_EP32_lie13,lie,91.1,"mean=91.1, std=6.9, max=104, min=68, range=36","[104  99  94  91  90  90  89  89  88  88  89  91  96  99  98  96  96  97
  94  89  86  84  85  86  86  87  89  92  98 101 100  96  93  86  76  68]"
SB_WILTY_EP32_lie14,lie,90.0,"mean=90.0, std=5.8, max=105, min=76, range=29","[ 76  84  92  93  91  88  86  85  85  86  89  92  94  92  90  89  90  93
  99 105]"
SB_WILTY_EP32_lie15,lie,91.9,"mean=91.9, std=5.7, max=102, min=81, range=21","[ 90  91  94  97  99  99  98  98  98  95  91  89  88  90  94  99 102  99
  91  83  81  83  85  87  87  88  88  89]"
SB_WILTY_EP32_lie6,lie,87.4,"mean=87.4, std=3.5, max=94, min=81, range=13",[93 94 91 86 81 81 87 91 90 86 83 83 85 87 88 88 88 89 89 89]
SB_WILTY_EP32_lie7,lie,86.2,"mean=86.2, std=7.3, max=103, min=72, range=31","[ 88  85  80  74  74  79  86  90  91  86  81  80  81  83  84  85  85  86
  86  87  88  89  93  99 103 101  97  93  90  85  78  72]"
SB_WILTY_EP32_lie8,lie,96.1,"mean=96.1, std=8.1, max=116, min=87, range=29",[116 111 104 100  95  90  87  87  90  96  99  98  94  91  90  90]
SB_WILTY_EP32_lie9,lie,93.9,"mean=93.9, std=5.6, max=105, min=86, range=19",[105 103  99  94  90  88  86  86  88  93  97  99  97  94  92  91]
SB_WILTY_EP32_truth1,truth,79.8,"mean=79.8, std=2.0, max=84, min=77, range=7",[80 80 79 79 80 83 84 81 77 77 78 80]
SB_WILTY_EP32_truth2,truth,77.3,"mean=77.3, std=7.6, max=93, min=66, range=27","[77 76 75 73 71 70 68 66 66 67 69 74 80 84 83 77 71 69 71 74 78 83 89 93
 91 88 88 87 84 80 77 76]"
SB_WILTY_EP32_truth3,truth,77.5,"mean=77.5, std=5.4, max=90, min=72, range=18",[90 89 85 80 76 74 74 73 72 73 74 78 82 82 79 76 74 72 73 74]
SB_WILTY_EP33_lie2,lie,86.0,"mean=86.0, std=5.1, max=91, min=76, range=15",[91 91 91 89 88 86 84 82 79 79 82 82 78 76 79 84 88 90 91 91 91 91 91 91]
SB_WILTY_EP33_lie3,lie,87.7,"mean=87.7, std=7.6, max=102, min=78, range=24","[ 98 100 102 101  97  92  88  84  80  78  79  82  85  86  87  86  85  82
  81  81]"
SB_WILTY_EP33_lie4,lie,88.2,"mean=88.2, std=7.7, max=106, min=72, range=34","[ 72  77  84  87  89  89  89  89  88  88  87  88  93 100 106 104  98  91
  87  84  81  80  82  85]"
SB_WILTY_EP33_truth1,truth,79.4,"mean=79.4, std=3.6, max=88, min=76, range=12","[77 77 77 78 79 78 77 77 76 76 76 76 76 77 80 85 87 83 77 76 80 82 81 78
 79 83 86 88]"
SB_WILTY_EP33_truth2,truth,77.8,"mean=77.8, std=5.4, max=87, min=67, range=20","[79 79 79 78 78 77 78 80 84 87 87 84 80 75 72 70 69 68 67 70 76 82 84 83
 80 78 77 78]"
SB_WILTY_EP33_truth3,truth,78.9,"mean=78.9, std=5.9, max=93, min=71, range=22","[78 77 74 72 73 75 79 84 84 80 75 72 71 71 71 72 73 76 82 86 86 83 84 89
 93 90 84 79 77 77 78 79]"
SB_WILTY_EP33_truth4,truth,80.5,"mean=80.5, std=8.7, max=98, min=65, range=33","[81 79 76 70 66 65 68 72 74 74 74 75 76 81 89 98 98 90 82 81 86 89 86 80
 76 75 75 75 75 76 79 85 91 94 94 93]"
SB_WILTY_EP33_truth5,truth,81.2,"mean=81.2, std=8.4, max=105, min=69, range=36","[105  95  84  77  74  71  69  70  72  75  78  82  84  82  81  83  89  93
  90  84  80  78  77  76]"
SB_WILTY_EP33_truth6,truth,75.2,"mean=75.2, std=6.1, max=87, min=62, range=25","[62 64 68 72 74 75 73 70 69 71 75 81 84 81 75 72 71 72 73 74 76 77 81 85
 87 85 81 79]"
SB_WILTY_EP34_lie1,lie,84.9,"mean=84.9, std=9.4, max=104, min=66, range=38","[ 94  93  92  90  86  82  80  80  81  79  74  68  66  68  74  79  82  83
  82  81  80  82  86  88  89  90  90  92  96 101 104 104]"
SB_WILTY_EP34_lie10,lie,84.9,"mean=84.9, std=4.8, max=92, min=73, range=19",[73 77 80 80 80 82 86 89 89 88 87 86 85 85 88 92 92 88 86 85]
SB_WILTY_EP34_lie11,lie,91.3,"mean=91.3, std=8.3, max=110, min=81, range=29","[ 87  84  81  82  83  82  81  83  86  87  88  87  87  87  86  87  88  92
  98 103 104 101  94  89  88  93 102 110 110 103  96  92]"
SB_WILTY_EP34_lie12,lie,85.7,"mean=85.7, std=4.9, max=94, min=74, range=20","[88 89 91 93 94 90 85 81 83 88 92 91 86 79 74 75 78 82 84 85 85 86 86 86
 87 87 87 88]"
SB_WILTY_EP34_lie2,lie,85.4,"mean=85.4, std=5.0, max=99, min=78, range=21",[84 82 80 81 83 83 84 88 96 99 94 85 79 78 81 83 84 84 85 86 87 88 88 88]
SB_WILTY_EP34_lie3,lie,92.9,"mean=92.9, std=7.2, max=109, min=86, range=23",[100  96  92  89  87  86  86  86  88  94 102 109]
SB_WILTY_EP34_lie4,lie,89.8,"mean=89.8, std=2.9, max=95, min=85, range=10",[91 90 90 89 89 91 94 95 91 86 85 86]
SB_WILTY_EP34_lie5,lie,90.8,"mean=90.8, std=7.6, max=105, min=76, range=29",[ 76  78  84  95 104 105 100  93  90  89  89  90  90  90  90  89]
SB_WILTY_EP34_lie6,lie,92.3,"mean=92.3, std=6.8, max=105, min=78, range=27","[105 104 101  98  98  97  94  90  87  85  83  80  78  81  87  93  96  94
  92  93  97  99  98  94  91  90  90  89]"
SB_WILTY_EP34_lie7,lie,89.9,"mean=89.9, std=3.6, max=96, min=82, range=14",[89 89 86 83 82 85 89 92 92 92 94 96 95 93 92 91 91 90 89 88]
SB_WILTY_EP34_lie9,lie,87.7,"mean=87.7, std=7.3, max=101, min=79, range=22",[101 100  96  91  86  81  79  80  83  85  85  85]
SB_WILTY_EP34_truth1,truth,80.7,"mean=80.7, std=10.2, max=100, min=65, range=35","[ 75  74  73  72  72  72  72  72  72  72  70  67  65  67  75  87  98 100
  94  86  81  80  80  82  86  93  97  97  94  90  85  81]"
SB_WILTY_EP34_truth2,truth,77.7,"mean=77.7, std=4.4, max=88, min=71, range=17",[77 77 77 76 76 77 81 86 88 84 76 71 72 78 83 83 79 75 72 72 73 76 77 78]
SB_WILTY_EP34_truth3,truth,78.2,"mean=78.2, std=6.4, max=94, min=70, range=24","[79 78 77 77 77 78 80 85 91 94 90 85 83 86 86 81 75 74 76 80 80 76 72 70
 71 72 72 73 72 71 70 71]"
SB_WILTY_EP34_truth4,truth,75.7,"mean=75.7, std=7.4, max=94, min=67, range=27","[88 92 94 91 85 81 78 77 76 74 70 67 67 68 70 70 69 70 73 81 86 84 78 74
 72 71 69 69 70 72 73 73 71 71 73 77]"
SB_WILTY_EP35_lie1,lie,87.2,"mean=87.2, std=2.4, max=90, min=83, range=7",[90 89 88 86 86 88 90 90 87 83 83 86]
SB_WILTY_EP35_lie2,lie,91.2,"mean=91.2, std=6.2, max=102, min=84, range=18","[ 90  92  96 100 102 102 102 102 101  97  91  87  86  85  85  85  85  87
  89  91  90  86  84  85  87  88  89  89]"
SB_WILTY_EP35_lie3,lie,80.3,"mean=80.3, std=6.9, max=88, min=60, range=28",[60 66 74 81 84 84 84 84 84 83 79 77 77 78 80 83 86 88 87 87]
SB_WILTY_EP35_lie4,lie,84.6,"mean=84.6, std=5.4, max=95, min=71, range=24",[71 77 84 88 88 86 85 83 82 81 80 82 89 95 95 90 84 82 84 86]
SB_WILTY_EP35_lie5,lie,89.1,"mean=89.1, std=5.2, max=96, min=79, range=17",[93 94 95 96 94 90 88 86 83 79 79 84 90 92 91 91]
SB_WILTY_EP35_lie6,lie,88.2,"mean=88.2, std=6.7, max=97, min=69, range=28","[69 72 76 81 87 91 95 96 94 90 89 90 92 90 87 86 86 86 87 87 87 89 92 95
 97 96 93 91]"
SB_WILTY_EP35_lie7,lie,84.0,"mean=84.0, std=7.0, max=93, min=68, range=25","[92 92 91 90 87 83 80 80 82 80 75 69 68 72 78 83 87 91 93 92 87 82 80 82
 85 89 90 91]"
SB_WILTY_EP35_lie8,lie,84.8,"mean=84.8, std=7.3, max=95, min=71, range=24",[88 84 78 71 71 76 82 84 85 86 88 92 95 94 92 90]
SB_WILTY_EP35_truth1,truth,78.5,"mean=78.5, std=7.8, max=99, min=66, range=33","[80 80 79 79 78 76 77 80 81 79 77 76 76 76 75 76 80 86 88 84 77 71 68 66
 67 70 71 72 72 72 74 80 89 97 99 97]"
SB_WILTY_EP35_truth10,truth,77.3,"mean=77.3, std=7.8, max=91, min=65, range=26","[81 82 85 89 91 89 86 86 87 84 79 75 73 72 71 70 69 69 70 70 69 68 68 70
 73 77 83 87 86 79 71 65]"
SB_WILTY_EP35_truth11,truth,79.4,"mean=79.4, std=8.4, max=96, min=71, range=25",[93 91 87 80 75 72 71 71 72 73 74 74 75 79 88 96]
SB_WILTY_EP35_truth3,truth,71.6,"mean=71.6, std=5.5, max=79, min=64, range=15",[79 79 79 78 77 75 73 72 71 70 68 66 65 65 65 64]
SB_WILTY_EP35_truth7,truth,76.5,"mean=76.5, std=6.3, max=90, min=69, range=21",[87 89 90 86 81 76 74 73 71 70 69 72 78 82 82 78 75 73 72 70 69 71 74 75]
SB_WILTY_EP35_truth8,truth,77.3,"mean=77.3, std=6.2, max=90, min=66, range=24","[77 77 76 75 74 75 77 82 83 78 70 66 66 67 69 69 69 70 74 79 85 87 82 77
 75 78 83 88 90 87 83 80 79 79 79 78]"
SB_WILTY_EP35_truth9,truth,77.8,"mean=77.8, std=5.2, max=91, min=70, range=21","[91 89 86 80 76 75 78 83 86 83 77 73 72 72 71 70 71 76 79 77 74 72 73 75
 76 77 78 79 79 80 80 81]"
SB_WILTY_EP36_lie1,lie,86.6,"mean=86.6, std=4.5, max=97, min=78, range=19","[82 86 90 90 89 88 87 87 86 86 86 85 86 90 94 97 94 88 83 79 78 80 83 86
 86 85 82 81 83 88 91 93 93 91 85 79]"
SB_WILTY_EP36_lie2,lie,91.0,"mean=91.0, std=8.2, max=112, min=79, range=33","[112 108 103  97  91  88  87  87  86  85  83  80  79  82  89  98 106 107
 101  94  89  89  91  93  94  92  90  89  90  90  89  85  82  80  83  86]"
SB_WILTY_EP36_lie3,lie,83.8,"mean=83.8, std=7.1, max=99, min=76, range=23",[99 99 96 92 89 86 82 80 80 80 78 76 77 80 83 83 82 79 78 78]
SB_WILTY_EP36_lie4,lie,88.4,"mean=88.4, std=7.6, max=103, min=78, range=25","[ 83  81  78  79  82  86  92  98 103 103  99  94  91  90  90  87  84  81
  82  84]"
SB_WILTY_EP36_lie6,lie,90.6,"mean=90.6, std=6.9, max=103, min=79, range=24","[ 90  90  87  84  82  84  90  97 102 103 101  96  91  88  87  86  85  84
  84  85  85  85  86  88  93  98 102 102 101  97  88  79]"
SB_WILTY_EP36_lie8,lie,84.6,"mean=84.6, std=6.8, max=97, min=73, range=24","[73 77 82 84 84 81 78 76 78 81 81 78 77 78 81 82 80 79 84 91 95 95 95 96
 97 95 91 89 88 87 87 87]"
SB_WILTY_EP36_truth1,truth,81.3,"mean=81.3, std=12.2, max=110, min=63, range=47","[ 63  66  71  75  78  80  84  92 100 107 110 106  97  91  91  92  88  81
  75  73  72  72  72  72  72  72  72  73  74  76  77  78]"
SB_WILTY_EP36_truth2,truth,77.5,"mean=77.5, std=10.1, max=95, min=60, range=35","[81 83 86 88 84 79 75 71 66 62 60 61 64 66 67 67 68 70 71 72 73 74 75 76
 77 80 85 91 95 93 91 92 92 90 85 81]"
SB_WILTY_EP36_truth3,truth,75.8,"mean=75.8, std=7.6, max=95, min=65, range=30",[95 92 85 77 73 73 73 73 73 71 68 65 66 69 72 75 78 79 80 80]
SB_WILTY_EP36_truth4,truth,71.7,"mean=71.7, std=2.5, max=77, min=68, range=9",[69 70 72 74 74 73 72 72 72 71 70 70 71 71 71 71 70 68 68 69 73 76 77 77]
SB_WILTY_EP36_truth6,truth,82.6,"mean=82.6, std=8.7, max=100, min=73, range=27","[ 82  86  93 100  99  90  82  79  82  84  82  77  74  73  73  73  73  74
  75  77  79  84  92 100]"
SB_WILTY_EP37_lie1,lie,84.6,"mean=84.6, std=9.6, max=97, min=59, range=38","[94 94 94 92 91 90 88 86 82 76 69 69 73 78 82 84 87 91 93 91 87 85 84 85
 87 88 90 93 96 97 95 88 78 69 62 59]"
SB_WILTY_EP37_lie3,lie,87.5,"mean=87.5, std=2.3, max=91, min=83, range=8",[83 85 89 90 89 87 86 86 86 88 90 91]
SB_WILTY_EP37_lie4,lie,90.6,"mean=90.6, std=6.9, max=104, min=81, range=23","[ 89  89  89  90  91  91  91  90  87  83  81  81  83  84  84  85  88  95
 101 104 104 102  98  94]"
SB_WILTY_EP37_lie6,lie,88.4,"mean=88.4, std=5.5, max=99, min=78, range=21",[90 90 89 90 93 98 99 97 93 88 83 80 78 78 81 84 87 88 89 89 89 89 90 90]
SB_WILTY_EP37_lie7,lie,87.4,"mean=87.4, std=9.7, max=113, min=77, range=36",[ 91  89  86  81  78  77  78  79  81  84  86  87  89  95 105 113]
SB_WILTY_EP37_truth10,truth,80.4,"mean=80.4, std=7.9, max=98, min=69, range=29",[98 92 86 85 87 87 85 80 76 75 78 83 86 83 76 71 69 69 70 72]
SB_WILTY_EP37_truth11,truth,74.9,"mean=74.9, std=6.9, max=97, min=67, range=30",[79 79 78 76 76 76 76 75 73 70 69 69 70 70 68 67 69 71 71 72 75 81 90 97]
SB_WILTY_EP37_truth12,truth,78.0,"mean=78.0, std=4.3, max=87, min=72, range=15",[78 77 76 75 74 75 79 85 87 82 76 72]
SB_WILTY_EP37_truth14,truth,77.9,"mean=77.9, std=7.4, max=93, min=70, range=23",[76 77 81 87 89 86 80 75 73 72 70 70 70 72 73 72 71 71 73 77 82 88 92 93]
SB_WILTY_EP37_truth2,truth,72.0,"mean=72.0, std=3.3, max=78, min=68, range=10",[78 76 73 70 69 69 68 68 70 73 75 75]
SB_WILTY_EP37_truth4,truth,83.1,"mean=83.1, std=10.5, max=104, min=70, range=34","[ 75  76  77  81  85  87  87  88  93 100 104 104  97  85  75  70  70  71
  72  72  73  74  77  83  93 103 103  94  84  78  77  76  77  77  77  76]"
SB_WILTY_EP37_truth8,truth,77.4,"mean=77.4, std=6.1, max=93, min=70, range=23",[93 88 83 79 78 76 74 71 70 71 73 73 72 71 74 80 84 83 79 77]
SB_WILTY_EP37_truth9,truth,77.0,"mean=77.0, std=7.5, max=91, min=68, range=23","[73 72 70 68 69 69 69 69 70 71 73 73 73 72 71 70 70 74 80 84 83 81 81 85
 88 88 88 90 91 88 82 79]"
SB_WILTY_EP38_lie1,lie,85.8,"mean=85.8, std=5.2, max=98, min=69, range=29","[98 96 90 86 87 91 92 89 87 88 89 89 86 82 80 81 84 85 86 85 86 86 85 85
 85 85 86 86 85 81 75 69]"
SB_WILTY_EP38_lie2,lie,86.6,"mean=86.6, std=6.5, max=97, min=74, range=23",[94 96 97 94 89 86 86 87 88 89 87 83 80 79 77 74]
SB_WILTY_EP38_lie6,lie,93.7,"mean=93.7, std=4.4, max=103, min=89, range=14","[ 89  91  95 101 103 100  95  91  89  89  89  89  90  92  93  92  92  95
  99 101  99  95  91  89]"
SB_WILTY_EP38_truth2,truth,75.6,"mean=75.6, std=5.9, max=86, min=66, range=20","[74 72 70 72 74 76 76 75 74 73 72 71 70 68 66 66 68 73 80 84 83 81 81 84
 86 85 82 80]"
SB_WILTY_EP41_lie11,lie,86.6,"mean=86.6, std=7.8, max=100, min=73, range=27","[100  99  96  92  91  93  97 100  98  95  92  90  88  84  80  77  76  75
  73  73  76  82  89  92  90  87  85  84  84  85  86  86  84  81  78  78]"
SB_WILTY_EP41_lie15,lie,87.6,"mean=87.6, std=7.4, max=100, min=70, range=30","[ 96  99 100  98  95  92  91  90  89  86  81  79  81  84  86  85  82  77
  71  70  74  80  86  90  91  89  87  87  89  93  96  95  93  91  91  91]"
SB_WILTY_EP41_lie2,lie,84.6,"mean=84.6, std=8.8, max=95, min=63, range=32",[91 91 91 91 90 91 92 94 95 92 88 85 81 77 76 78 80 76 69 63]
SB_WILTY_EP41_lie3,lie,88.8,"mean=88.8, std=9.2, max=108, min=78, range=30","[ 90  90  89  89  93 101 108 108 101  92  87  86  85  84  81  79  79  79
  78  78]"
SB_WILTY_EP41_lie4,lie,95.9,"mean=95.9, std=3.7, max=101, min=91, range=10",[ 95  97  99 100 101 101  98  94  91  91  92  92]
SB_WILTY_EP41_lie5,lie,87.4,"mean=87.4, std=7.9, max=107, min=78, range=29","[107 101  93  88  84  80  78  79  83  85  86  86  85  83  79  79  84  92
  97  98]"
SB_WILTY_EP41_truth1,truth,73.2,"mean=73.2, std=7.7, max=96, min=64, range=32",[75 74 71 67 64 64 67 70 71 72 71 69 68 70 72 75 77 82 89 96]
SB_WILTY_EP41_truth4,truth,70.6,"mean=70.6, std=2.5, max=75, min=67, range=8",[71 70 70 72 74 75 73 70 67 67 68 70]
SB_WILTY_EP42_lie1,lie,91.1,"mean=91.1, std=8.4, max=110, min=77, range=33",[110 103  96  92  90  88  84  80  77  80  86  93  97  97  93  91]
SB_WILTY_EP42_lie10,lie,90.6,"mean=90.6, std=7.4, max=108, min=78, range=30",[108 102  95  91  90  92  94  94  89  82  78  80  84  88  91  92]
SB_WILTY_EP42_lie11,lie,84.3,"mean=84.3, std=6.3, max=95, min=73, range=22","[90 87 83 80 80 79 79 80 83 85 86 85 82 78 75 73 74 78 82 85 87 89 91 94
 95 95 93 92]"
SB_WILTY_EP42_lie2,lie,88.2,"mean=88.2, std=7.5, max=105, min=78, range=27","[ 90  91  91  91  90  88  86  83  80  78  78  81  82  83  82  81  80  79
  80  81  85  91  99 105 104 100  96  94  93  93  93  93]"
SB_WILTY_EP42_lie3,lie,87.2,"mean=87.2, std=7.7, max=100, min=77, range=23",[ 82  79  77  79  82  85  87  89  92  96  99 100]
SB_WILTY_EP42_lie4,lie,95.7,"mean=95.7, std=7.2, max=111, min=86, range=25","[ 93  93  96 100 103 105 108 111 108 100  92  87  86  88  92  99 105 104
  98  92  88  87  87  88  89  90  90  91  92  95 100 104]"
SB_WILTY_EP42_lie5,lie,86.9,"mean=86.9, std=6.2, max=98, min=76, range=22","[96 98 98 96 91 88 88 90 94 95 89 81 76 76 80 83 86 87 87 86 83 81 81 81
 81 84 88 90]"
SB_WILTY_EP42_lie6,lie,88.2,"mean=88.2, std=4.5, max=96, min=81, range=15",[87 86 84 81 82 88 94 94 91 88 89 92 96 96 90 83 82 85 87 88]
SB_WILTY_EP42_truth1,truth,76.8,"mean=76.8, std=8.6, max=93, min=67, range=26",[89 87 83 77 73 70 68 67 68 69 70 70 69 68 68 71 75 77 80 84 90 93 90 87]
SB_WILTY_EP42_truth10,truth,77.2,"mean=77.2, std=5.8, max=88, min=70, range=18",[74 73 71 70 71 75 79 85 88 85 79 76]
SB_WILTY_EP42_truth12,truth,77.4,"mean=77.4, std=4.5, max=85, min=71, range=14",[77 78 80 84 85 82 77 73 71 71 74 77]
SB_WILTY_EP42_truth2,truth,74.9,"mean=74.9, std=7.4, max=91, min=64, range=27",[85 89 91 86 78 74 71 68 64 64 67 71 72 73 73 73 74 75 75 75]
SB_WILTY_EP42_truth3,truth,76.8,"mean=76.8, std=8.2, max=90, min=64, range=26",[64 67 70 71 72 73 76 81 87 90 87 83]
SB_WILTY_EP42_truth9,truth,77.7,"mean=77.7, std=3.0, max=84, min=74, range=10",[75 74 75 80 84 83 78 76 76 77 77 77]
YW_WILTY_EP43_lie2,lie,95.5,"mean=95.5, std=4.0, max=102, min=90, range=12",[102  99  95  92  90  90  93  98 101  99  95  92]
YW_WILTY_EP43_lie3,lie,90.5,"mean=90.5, std=6.4, max=101, min=78, range=23",[ 91  91  92  93  95  99 101  97  89  81  78  80  85  90  93  93]
YW_WILTY_EP43_lie4,lie,88.8,"mean=88.8, std=6.2, max=100, min=76, range=24","[ 89  89  88  85  81  79  79  80  79  77  76  79  85  92  97 100  98  94
  91  92  93  93  91  90  90  90  92  92  93  92  90  89  90  93  95  94]"
YW_WILTY_EP43_lie7,lie,88.9,"mean=88.9, std=8.7, max=104, min=73, range=31",[ 73  78  84  87  87  87  87  88  92  98 102 104]
YW_WILTY_EP43_lie8,lie,86.0,"mean=86.0, std=6.1, max=99, min=77, range=22","[77 77 77 78 79 82 83 83 84 88 93 93 91 89 88 86 83 80 78 79 83 86 91 96
 99 97 92 89 87 88 88 88]"
YW_WILTY_EP43_truth3,truth,77.9,"mean=77.9, std=7.1, max=101, min=69, range=32","[ 77  76  75  75  76  76  75  75  75  78  83  86  82  75  70  69  71  73
  74  75  77  83  93 101]"
YW_WILTY_EP43_truth4,truth,81.4,"mean=81.4, std=6.1, max=92, min=67, range=25",[67 72 79 85 88 86 81 77 76 76 81 88 92 90 87 87 88 86 81 78 77 77 77 77]
YW_WILTY_EP43_truth6,truth,77.0,"mean=77.0, std=4.2, max=88, min=71, range=17","[74 73 76 81 84 81 77 73 71 72 77 84 88 86 81 77 76 75 74 74 74 74 75 75
 75 76 77 77]"
YW_WILTY_EP43_truth7,truth,79.2,"mean=79.2, std=9.4, max=104, min=64, range=40","[ 64  69  74  76  77  77  77  77  77  76  76  77  77  77  76  75  73  71
  71  73  79  89  99 104 102  97  90  84  78  75  74  74]"
YW_WILTY_EP44_lie1,lie,90.7,"mean=90.7, std=8.2, max=108, min=80, range=28","[ 89  90  94 100 106 108 104  94  85  80  81  85  88  91  92  92  89  85
  81  80]"
YW_WILTY_EP44_lie11,lie,87.0,"mean=87.0, std=9.1, max=107, min=60, range=47","[ 73  79  85  89  90  90  90  89  88  87  87  87  86  84  81  81  85  92
  97 102 107 106  99  92  88  88  88  88  88  88  88  87  83  75  66  60]"
YW_WILTY_EP44_lie12,lie,88.5,"mean=88.5, std=7.1, max=102, min=79, range=23",[102 100  95  88  83  80  79  82  86  89  89  89]
YW_WILTY_EP44_lie15,lie,84.9,"mean=84.9, std=7.3, max=99, min=75, range=24",[91 92 94 98 99 94 86 80 80 83 85 85 82 78 75 75 76 78 82 85]
YW_WILTY_EP44_lie6,lie,83.3,"mean=83.3, std=7.2, max=92, min=67, range=25","[72 77 84 88 89 89 89 88 89 90 91 92 92 89 83 79 76 72 69 67 69 75 81 85
 86 86 86 86 86 86 87 87]"
YW_WILTY_EP44_lie7,lie,87.9,"mean=87.9, std=5.8, max=99, min=76, range=23",[90 90 89 88 87 85 83 80 77 76 79 86 94 99 98 94 92 91 91 90 88 86 87 90]
YW_WILTY_EP44_truth1,truth,76.5,"mean=76.5, std=8.4, max=103, min=69, range=34",[103  91  79  74  73  73  70  69  70  72  73  74  75  76  76  76]
YW_WILTY_EP44_truth12,truth,77.3,"mean=77.3, std=6.5, max=100, min=72, range=28","[ 77  80  83  81  76  72  72  74  76  77  76  75  75  74  73  72  72  73
  73  74  77  82  92 100]"
YW_WILTY_EP44_truth5,truth,77.3,"mean=77.3, std=2.8, max=82, min=71, range=11",[78 77 77 76 76 76 77 79 82 82 77 71]
YW_WILTY_EP44_truth7,truth,78.4,"mean=78.4, std=8.1, max=98, min=68, range=30","[76 76 75 75 75 75 74 73 71 68 69 75 86 96 98 91 82 76 76 80 86 88 85 79
 75 73 71 69 68 69 72 75 78 82 89 96]"
YW_WILTY_EP45_lie10,lie,89.5,"mean=89.5, std=7.7, max=103, min=77, range=26",[ 77  79  83  89  94  99 102 103  99  93  88  85  84  85  86  86]
YW_WILTY_EP45_lie12,lie,90.1,"mean=90.1, std=6.8, max=101, min=81, range=20",[ 91  90  87  84  81  81  84  89  96 101 100  97]
YW_WILTY_EP45_lie14,lie,85.5,"mean=85.5, std=5.7, max=96, min=75, range=21","[89 87 83 81 82 87 93 96 94 91 90 91 92 89 83 77 75 76 80 84 86 86 85 82
 81 84 88 92 94 93 90 85 79 77 78 79]"
YW_WILTY_EP45_lie15,lie,85.0,"mean=85.0, std=4.8, max=92, min=75, range=17",[90 90 89 88 87 86 85 85 83 79 76 75 78 85 91 92 88 84 80 80 82 87 89 90]
YW_WILTY_EP45_lie16,lie,81.8,"mean=81.8, std=5.6, max=87, min=71, range=16",[85 79 72 71 76 82 85 86 86 86 87 87]
YW_WILTY_EP45_lie3,lie,90.1,"mean=90.1, std=10.7, max=116, min=81, range=35","[ 87  85  82  81  82  85  88  88  87  86  85  84  84  85  85  85  86  86
  84  81  81  88 100 111 116 114 110 107]"
YW_WILTY_EP45_lie4,lie,87.9,"mean=87.9, std=6.0, max=96, min=78, range=18",[78 78 81 85 88 91 95 96 94 91 89 89]
YW_WILTY_EP45_truth4,truth,79.1,"mean=79.1, std=8.4, max=94, min=68, range=26",[77 79 83 89 93 94 90 83 76 71 68 68 70 73 75 77]
YW_WILTY_EP45_truth5,truth,76.5,"mean=76.5, std=5.7, max=91, min=68, range=23","[78 82 87 91 88 83 79 76 74 71 69 68 68 70 73 78 81 79 75 72 71 70 70 72
 75 76 77 78 79 79 80 80]"
YW_WILTY_EP45_truth6,truth,81.5,"mean=81.5, std=7.7, max=93, min=70, range=23",[87 90 93 92 91 89 83 77 72 70 71 73 77 79 80 80]
YW_WILTY_EP45_truth7,truth,80.2,"mean=80.2, std=6.9, max=105, min=71, range=34","[ 76  76  77  77  77  77  77  77  76  76  78  84  89  88  83  78  76  73
  71  71  76  84  89  86  80  74  72  75  80  84  84  81  81  85  96 105]"
YW_WILTY_EP46_lie3,lie,91.8,"mean=91.8, std=7.3, max=112, min=85, range=27","[112 108 100  93  89  87  87  86  86  86  85  85  85  86  88  93  97 100
  99  95  91  89  88  87]"
YW_WILTY_EP46_lie5,lie,94.1,"mean=94.1, std=10.1, max=120, min=85, range=35",[ 89  89  89  89  88  87  86  85  85  89  94  98 100 104 113 120]
YW_WILTY_EP46_lie8,lie,88.1,"mean=88.1, std=6.0, max=100, min=76, range=24","[ 91  91  92  94  98 100  98  93  90  86  83  79  76  77  81  83  84  85
  85  86  87  90  93  94  91  87  86  88]"
YW_WILTY_EP46_truth4,truth,83.0,"mean=83.0, std=7.4, max=98, min=74, range=24",[98 92 88 88 88 84 78 75 74 76 77 78]
YW_WILTY_EP47_lie12,lie,85.8,"mean=85.8, std=5.9, max=99, min=78, range=21",[78 79 81 84 86 87 89 92 97 99 97 92 87 83 80 78 81 85 87 86 82 81 82 85]
YW_WILTY_EP47_lie8,lie,89.4,"mean=89.4, std=7.3, max=110, min=77, range=33","[110 104  95  91  89  90  93  94  90  83  79  79  82  84  84  81  78  77
  79  83  86  87  88  88  90  93  96  96  94  94  97  97  94  92  91  91]"
YW_WILTY_EP48_lie10,lie,92.9,"mean=92.9, std=8.2, max=109, min=75, range=34","[ 97 101 104 102  97  93  91  91  92  96 103 109 109 100  91  86  85  87
  92  95  93  89  87  87  86  84  79  75]"
YW_WILTY_EP48_lie9,lie,83.1,"mean=83.1, std=7.9, max=99, min=70, range=29","[91 91 90 90 89 89 88 86 84 81 78 76 75 75 74 75 75 72 70 70 73 77 82 84
 84 82 81 83 84 83 83 87 95 99 99 97]"
YW_WILTY_EP48_truth6,truth,82.8,"mean=82.8, std=5.4, max=94, min=77, range=17",[94 92 87 83 83 83 80 78 77 78 79 79]
YW_WILTY_EP48_truth7,truth,75.9,"mean=75.9, std=6.1, max=91, min=67, range=24","[78 77 77 77 78 78 79 79 78 78 77 76 75 72 69 67 67 68 68 68 71 79 87 91
 88 80 73 70]"
